filename,dish
Images\donuts\798692.jpg,donuts
Images\dumplings\3206457.jpg,dumplings
Images\escargots\2427832.jpg,escargots
Images\churros\1168265.jpg,churros
Images\fish_and_chips\821075.jpg,fish_and_chips
Images\churros\3440866.jpg,churros
Images\donuts\2938032.jpg,donuts
Images\chicken_wings\3562083.jpg,chicken_wings
Images\dumplings\3537145.jpg,dumplings
Images\french_fries\2530422.jpg,french_fries
Images\grilled_cheese_sandwich\1889157.jpg,grilled_cheese_sandwich
Images\french_fries\573932.jpg,french_fries
Images\fried_rice\1221967.jpg,fried_rice
Images\fish_and_chips\2242345.jpg,fish_and_chips
Images\churros\968913.jpg,churros
Images\chicken_quesadilla\2062824.jpg,chicken_quesadilla
Images\escargots\1799317.jpg,escargots
Images\escargots\1756138.jpg,escargots
Images\club_sandwich\1437865.jpg,club_sandwich
Images\chicken_quesadilla\1633062.jpg,chicken_quesadilla
Images\dumplings\636766.jpg,dumplings
Images\fried_rice\3833523.jpg,fried_rice
Images\fish_and_chips\2249482.jpg,fish_and_chips
Images\chicken_wings\44776.jpg,chicken_wings
Images\escargots\2746646.jpg,escargots
Images\chicken_quesadilla\1962459.jpg,chicken_quesadilla
Images\churros\2748152.jpg,churros
Images\chicken_wings\1591437.jpg,chicken_wings
Images\dumplings\1464595.jpg,dumplings
Images\chicken_wings\2190013.jpg,chicken_wings
Images\donuts\468630.jpg,donuts
Images\churros\16769.jpg,churros
Images\french_fries\792429.jpg,french_fries
Images\grilled_cheese_sandwich\1542630.jpg,grilled_cheese_sandwich
Images\french_fries\577360.jpg,french_fries
Images\churros\2373405.jpg,churros
Images\churros\348715.jpg,churros
Images\donuts\1030973.jpg,donuts
Images\grilled_cheese_sandwich\614886.jpg,grilled_cheese_sandwich
Images\french_fries\3728345.jpg,french_fries
Images\chicken_quesadilla\254699.jpg,chicken_quesadilla
Images\donuts\2840499.jpg,donuts
Images\chicken_wings\1891536.jpg,chicken_wings
Images\chicken_wings\3668690.jpg,chicken_wings
Images\fish_and_chips\312145.jpg,fish_and_chips
Images\escargots\948345.jpg,escargots
Images\chicken_wings\3451677.jpg,chicken_wings
Images\escargots\1595077.jpg,escargots
Images\escargots\2046932.jpg,escargots
Images\donuts\126768.jpg,donuts
Images\french_fries\3345305.jpg,french_fries
Images\fish_and_chips\2153245.jpg,fish_and_chips
Images\fish_and_chips\164390.jpg,fish_and_chips
Images\club_sandwich\2315806.jpg,club_sandwich
Images\fish_and_chips\889508.jpg,fish_and_chips
Images\churros\789892.jpg,churros
Images\escargots\3156671.jpg,escargots
Images\fried_rice\1441821.jpg,fried_rice
Images\churros\354939.jpg,churros
Images\club_sandwich\1985407.jpg,club_sandwich
Images\club_sandwich\3498465.jpg,club_sandwich
Images\french_fries\1712331.jpg,french_fries
Images\dumplings\1256402.jpg,dumplings
Images\fried_rice\1660334.jpg,fried_rice
Images\dumplings\128003.jpg,dumplings
Images\churros\2842152.jpg,churros
Images\dumplings\2544171.jpg,dumplings
Images\fish_and_chips\2641783.jpg,fish_and_chips
Images\churros\1881699.jpg,churros
Images\club_sandwich\1040746.jpg,club_sandwich
Images\donuts\2024290.jpg,donuts
Images\french_fries\89974.jpg,french_fries
Images\fish_and_chips\1372915.jpg,fish_and_chips
Images\fish_and_chips\421373.jpg,fish_and_chips
Images\chicken_quesadilla\3711274.jpg,chicken_quesadilla
Images\escargots\3032821.jpg,escargots
Images\escargots\240339.jpg,escargots
Images\french_fries\3681905.jpg,french_fries
Images\chicken_wings\225318.jpg,chicken_wings
Images\club_sandwich\821112.jpg,club_sandwich
Images\french_fries\2099094.jpg,french_fries
Images\churros\467000.jpg,churros
Images\donuts\2556686.jpg,donuts
Images\donuts\1740980.jpg,donuts
Images\dumplings\793316.jpg,dumplings
Images\chicken_quesadilla\139296.jpg,chicken_quesadilla
Images\french_fries\557390.jpg,french_fries
Images\chicken_quesadilla\2646249.jpg,chicken_quesadilla
Images\fried_rice\2908039.jpg,fried_rice
Images\chicken_wings\2754846.jpg,chicken_wings
Images\grilled_cheese_sandwich\201943.jpg,grilled_cheese_sandwich
Images\escargots\3434848.jpg,escargots
Images\french_fries\580652.jpg,french_fries
Images\chicken_quesadilla\3006163.jpg,chicken_quesadilla
Images\churros\3119769.jpg,churros
Images\churros\95272.jpg,churros
Images\grilled_cheese_sandwich\3395282.jpg,grilled_cheese_sandwich
Images\fish_and_chips\2734225.jpg,fish_and_chips
Images\donuts\3042707.jpg,donuts
Images\grilled_cheese_sandwich\3141489.jpg,grilled_cheese_sandwich
Images\donuts\1750980.jpg,donuts
Images\fish_and_chips\762453.jpg,fish_and_chips
Images\french_fries\2959500.jpg,french_fries
Images\grilled_cheese_sandwich\1238723.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\3141465.jpg,chicken_quesadilla
Images\french_fries\2879174.jpg,french_fries
Images\chicken_quesadilla\3270870.jpg,chicken_quesadilla
Images\donuts\2119360.jpg,donuts
Images\dumplings\1066326.jpg,dumplings
Images\churros\3323514.jpg,churros
Images\chicken_wings\488252.jpg,chicken_wings
Images\club_sandwich\747684.jpg,club_sandwich
Images\chicken_quesadilla\712855.jpg,chicken_quesadilla
Images\escargots\778446.jpg,escargots
Images\chicken_quesadilla\3492234.jpg,chicken_quesadilla
Images\dumplings\560810.jpg,dumplings
Images\fish_and_chips\2261540.jpg,fish_and_chips
Images\donuts\2185270.jpg,donuts
Images\french_fries\1875986.jpg,french_fries
Images\dumplings\1873009.jpg,dumplings
Images\chicken_wings\2551546.jpg,chicken_wings
Images\churros\2093231.jpg,churros
Images\donuts\42051.jpg,donuts
Images\club_sandwich\2561314.jpg,club_sandwich
Images\fried_rice\277516.jpg,fried_rice
Images\chicken_quesadilla\2546896.jpg,chicken_quesadilla
Images\escargots\872817.jpg,escargots
Images\chicken_wings\1493300.jpg,chicken_wings
Images\churros\494193.jpg,churros
Images\donuts\2768102.jpg,donuts
Images\escargots\3565974.jpg,escargots
Images\chicken_quesadilla\3745211.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\1649984.jpg,grilled_cheese_sandwich
Images\churros\1738078.jpg,churros
Images\grilled_cheese_sandwich\758118.jpg,grilled_cheese_sandwich
Images\churros\3052940.jpg,churros
Images\chicken_quesadilla\3293075.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\175072.jpg,grilled_cheese_sandwich
Images\fried_rice\3144281.jpg,fried_rice
Images\chicken_quesadilla\1121876.jpg,chicken_quesadilla
Images\club_sandwich\1695440.jpg,club_sandwich
Images\chicken_wings\2888281.jpg,chicken_wings
Images\chicken_wings\2410287.jpg,chicken_wings
Images\churros\593477.jpg,churros
Images\fried_rice\3105558.jpg,fried_rice
Images\french_fries\2763839.jpg,french_fries
Images\grilled_cheese_sandwich\160221.jpg,grilled_cheese_sandwich
Images\club_sandwich\3710508.jpg,club_sandwich
Images\escargots\1208604.jpg,escargots
Images\donuts\510263.jpg,donuts
Images\donuts\1800883.jpg,donuts
Images\club_sandwich\1327823.jpg,club_sandwich
Images\club_sandwich\2204424.jpg,club_sandwich
Images\fried_rice\2186269.jpg,fried_rice
Images\dumplings\3739057.jpg,dumplings
Images\escargots\1187769.jpg,escargots
Images\dumplings\2938136.jpg,dumplings
Images\escargots\2646326.jpg,escargots
Images\dumplings\456454.jpg,dumplings
Images\chicken_quesadilla\3089130.jpg,chicken_quesadilla
Images\dumplings\1017628.jpg,dumplings
Images\chicken_wings\123957.jpg,chicken_wings
Images\escargots\798826.jpg,escargots
Images\chicken_wings\580098.jpg,chicken_wings
Images\chicken_wings\101104.jpg,chicken_wings
Images\fish_and_chips\2223082.jpg,fish_and_chips
Images\donuts\855837.jpg,donuts
Images\escargots\808756.jpg,escargots
Images\escargots\1485555.jpg,escargots
Images\fish_and_chips\1593883.jpg,fish_and_chips
Images\churros\3531551.jpg,churros
Images\chicken_quesadilla\1802822.jpg,chicken_quesadilla
Images\french_fries\3223529.jpg,french_fries
Images\grilled_cheese_sandwich\2040393.jpg,grilled_cheese_sandwich
Images\dumplings\35485.jpg,dumplings
Images\french_fries\505261.jpg,french_fries
Images\fish_and_chips\464433.jpg,fish_and_chips
Images\chicken_quesadilla\1367589.jpg,chicken_quesadilla
Images\churros\723691.jpg,churros
Images\churros\2236356.jpg,churros
Images\fried_rice\1941850.jpg,fried_rice
Images\grilled_cheese_sandwich\611212.jpg,grilled_cheese_sandwich
Images\escargots\1423433.jpg,escargots
Images\dumplings\1856197.jpg,dumplings
Images\club_sandwich\3826015.jpg,club_sandwich
Images\dumplings\535225.jpg,dumplings
Images\dumplings\1503047.jpg,dumplings
Images\donuts\1270386.jpg,donuts
Images\chicken_quesadilla\2495519.jpg,chicken_quesadilla
Images\dumplings\1117352.jpg,dumplings
Images\dumplings\1524787.jpg,dumplings
Images\chicken_quesadilla\2898847.jpg,chicken_quesadilla
Images\chicken_quesadilla\3233897.jpg,chicken_quesadilla
Images\escargots\3172398.jpg,escargots
Images\fish_and_chips\1830225.jpg,fish_and_chips
Images\club_sandwich\165094.jpg,club_sandwich
Images\escargots\3065196.jpg,escargots
Images\churros\1680006.jpg,churros
Images\fried_rice\490569.jpg,fried_rice
Images\churros\1096756.jpg,churros
Images\escargots\1522806.jpg,escargots
Images\fish_and_chips\1575384.jpg,fish_and_chips
Images\chicken_quesadilla\3404842.jpg,chicken_quesadilla
Images\escargots\1171063.jpg,escargots
Images\grilled_cheese_sandwich\1992546.jpg,grilled_cheese_sandwich
Images\fried_rice\3607348.jpg,fried_rice
Images\fish_and_chips\359219.jpg,fish_and_chips
Images\donuts\2671258.jpg,donuts
Images\fish_and_chips\3121471.jpg,fish_and_chips
Images\club_sandwich\3741975.jpg,club_sandwich
Images\chicken_wings\1260379.jpg,chicken_wings
Images\chicken_wings\2418718.jpg,chicken_wings
Images\grilled_cheese_sandwich\2122689.jpg,grilled_cheese_sandwich
Images\escargots\3146560.jpg,escargots
Images\donuts\2600371.jpg,donuts
Images\dumplings\3724946.jpg,dumplings
Images\churros\3882299.jpg,churros
Images\churros\3168638.jpg,churros
Images\french_fries\2536896.jpg,french_fries
Images\escargots\1850960.jpg,escargots
Images\fried_rice\3902013.jpg,fried_rice
Images\grilled_cheese_sandwich\822915.jpg,grilled_cheese_sandwich
Images\chicken_wings\2986967.jpg,chicken_wings
Images\chicken_wings\175568.jpg,chicken_wings
Images\club_sandwich\2453013.jpg,club_sandwich
Images\french_fries\3919465.jpg,french_fries
Images\donuts\3567501.jpg,donuts
Images\chicken_wings\2274377.jpg,chicken_wings
Images\grilled_cheese_sandwich\2436004.jpg,grilled_cheese_sandwich
Images\club_sandwich\3874680.jpg,club_sandwich
Images\club_sandwich\97180.jpg,club_sandwich
Images\chicken_wings\2565794.jpg,chicken_wings
Images\french_fries\233172.jpg,french_fries
Images\french_fries\421038.jpg,french_fries
Images\french_fries\3871541.jpg,french_fries
Images\dumplings\2234772.jpg,dumplings
Images\churros\709515.jpg,churros
Images\chicken_wings\2577383.jpg,chicken_wings
Images\chicken_wings\166148.jpg,chicken_wings
Images\dumplings\1118883.jpg,dumplings
Images\club_sandwich\3106065.jpg,club_sandwich
Images\chicken_wings\391858.jpg,chicken_wings
Images\fried_rice\1610064.jpg,fried_rice
Images\chicken_quesadilla\1133811.jpg,chicken_quesadilla
Images\club_sandwich\1178008.jpg,club_sandwich
Images\escargots\1917493.jpg,escargots
Images\fish_and_chips\1089396.jpg,fish_and_chips
Images\chicken_quesadilla\2351919.jpg,chicken_quesadilla
Images\escargots\3326299.jpg,escargots
Images\chicken_wings\83782.jpg,chicken_wings
Images\escargots\1307018.jpg,escargots
Images\grilled_cheese_sandwich\2945101.jpg,grilled_cheese_sandwich
Images\french_fries\2606474.jpg,french_fries
Images\chicken_quesadilla\2191260.jpg,chicken_quesadilla
Images\escargots\171170.jpg,escargots
Images\chicken_wings\3535402.jpg,chicken_wings
Images\french_fries\2490548.jpg,french_fries
Images\club_sandwich\885166.jpg,club_sandwich
Images\donuts\91590.jpg,donuts
Images\donuts\1116028.jpg,donuts
Images\dumplings\2496488.jpg,dumplings
Images\donuts\2056206.jpg,donuts
Images\escargots\3866631.jpg,escargots
Images\chicken_wings\1825360.jpg,chicken_wings
Images\donuts\1478125.jpg,donuts
Images\chicken_wings\1214920.jpg,chicken_wings
Images\escargots\930278.jpg,escargots
Images\club_sandwich\611153.jpg,club_sandwich
Images\donuts\2613819.jpg,donuts
Images\fried_rice\2990769.jpg,fried_rice
Images\dumplings\1312368.jpg,dumplings
Images\french_fries\3626463.jpg,french_fries
Images\fish_and_chips\484647.jpg,fish_and_chips
Images\escargots\1093035.jpg,escargots
Images\churros\2511021.jpg,churros
Images\escargots\3406878.jpg,escargots
Images\fried_rice\414486.jpg,fried_rice
Images\chicken_wings\942013.jpg,chicken_wings
Images\dumplings\1134560.jpg,dumplings
Images\escargots\3227318.jpg,escargots
Images\fish_and_chips\504654.jpg,fish_and_chips
Images\chicken_quesadilla\3228330.jpg,chicken_quesadilla
Images\fried_rice\594251.jpg,fried_rice
Images\grilled_cheese_sandwich\3682732.jpg,grilled_cheese_sandwich
Images\french_fries\2303073.jpg,french_fries
Images\fried_rice\1942029.jpg,fried_rice
Images\french_fries\2361094.jpg,french_fries
Images\chicken_wings\160070.jpg,chicken_wings
Images\churros\859501.jpg,churros
Images\club_sandwich\3089892.jpg,club_sandwich
Images\churros\1904318.jpg,churros
Images\fish_and_chips\781670.jpg,fish_and_chips
Images\churros\1362821.jpg,churros
Images\escargots\590148.jpg,escargots
Images\chicken_wings\3912765.jpg,chicken_wings
Images\french_fries\149278.jpg,french_fries
Images\churros\332227.jpg,churros
Images\club_sandwich\3818633.jpg,club_sandwich
Images\chicken_wings\3731812.jpg,chicken_wings
Images\french_fries\1033213.jpg,french_fries
Images\french_fries\1191743.jpg,french_fries
Images\chicken_quesadilla\1706856.jpg,chicken_quesadilla
Images\churros\2399421.jpg,churros
Images\club_sandwich\2029491.jpg,club_sandwich
Images\fish_and_chips\848302.jpg,fish_and_chips
Images\fish_and_chips\2410998.jpg,fish_and_chips
Images\chicken_wings\997554.jpg,chicken_wings
Images\escargots\322782.jpg,escargots
Images\fish_and_chips\2756991.jpg,fish_and_chips
Images\fish_and_chips\639436.jpg,fish_and_chips
Images\donuts\830307.jpg,donuts
Images\grilled_cheese_sandwich\1871443.jpg,grilled_cheese_sandwich
Images\chicken_wings\76700.jpg,chicken_wings
Images\escargots\3460478.jpg,escargots
Images\grilled_cheese_sandwich\350434.jpg,grilled_cheese_sandwich
Images\club_sandwich\168547.jpg,club_sandwich
Images\dumplings\3906101.jpg,dumplings
Images\fish_and_chips\2172019.jpg,fish_and_chips
Images\churros\532363.jpg,churros
Images\churros\484096.jpg,churros
Images\chicken_quesadilla\27729.jpg,chicken_quesadilla
Images\escargots\1684019.jpg,escargots
Images\escargots\1981810.jpg,escargots
Images\chicken_quesadilla\447916.jpg,chicken_quesadilla
Images\club_sandwich\3112917.jpg,club_sandwich
Images\french_fries\2650142.jpg,french_fries
Images\escargots\362810.jpg,escargots
Images\donuts\1521755.jpg,donuts
Images\french_fries\2986125.jpg,french_fries
Images\chicken_wings\2369532.jpg,chicken_wings
Images\club_sandwich\415755.jpg,club_sandwich
Images\fried_rice\1868701.jpg,fried_rice
Images\dumplings\1376074.jpg,dumplings
Images\donuts\2912306.jpg,donuts
Images\fish_and_chips\422241.jpg,fish_and_chips
Images\chicken_wings\2203217.jpg,chicken_wings
Images\fried_rice\2168957.jpg,fried_rice
Images\escargots\3065726.jpg,escargots
Images\french_fries\1290860.jpg,french_fries
Images\dumplings\2308151.jpg,dumplings
Images\fried_rice\496908.jpg,fried_rice
Images\fried_rice\1530515.jpg,fried_rice
Images\chicken_quesadilla\2749113.jpg,chicken_quesadilla
Images\chicken_wings\1618960.jpg,chicken_wings
Images\fish_and_chips\1961695.jpg,fish_and_chips
Images\french_fries\397794.jpg,french_fries
Images\chicken_wings\611655.jpg,chicken_wings
Images\fried_rice\2332974.jpg,fried_rice
Images\chicken_wings\1022035.jpg,chicken_wings
Images\fish_and_chips\806759.jpg,fish_and_chips
Images\escargots\574829.jpg,escargots
Images\donuts\2572840.jpg,donuts
Images\fried_rice\2521567.jpg,fried_rice
Images\french_fries\3352770.jpg,french_fries
Images\donuts\2205272.jpg,donuts
Images\chicken_quesadilla\2425028.jpg,chicken_quesadilla
Images\french_fries\3375984.jpg,french_fries
Images\club_sandwich\1836828.jpg,club_sandwich
Images\fried_rice\829538.jpg,fried_rice
Images\churros\2251145.jpg,churros
Images\churros\645966.jpg,churros
Images\chicken_quesadilla\3340265.jpg,chicken_quesadilla
Images\chicken_wings\1948210.jpg,chicken_wings
Images\french_fries\1443762.jpg,french_fries
Images\chicken_quesadilla\2073610.jpg,chicken_quesadilla
Images\churros\709533.jpg,churros
Images\french_fries\2982285.jpg,french_fries
Images\fish_and_chips\2879070.jpg,fish_and_chips
Images\donuts\2248367.jpg,donuts
Images\chicken_wings\915010.jpg,chicken_wings
Images\club_sandwich\1353387.jpg,club_sandwich
Images\churros\3783311.jpg,churros
Images\fried_rice\3176941.jpg,fried_rice
Images\churros\2015378.jpg,churros
Images\grilled_cheese_sandwich\1448575.jpg,grilled_cheese_sandwich
Images\dumplings\65880.jpg,dumplings
Images\club_sandwich\599148.jpg,club_sandwich
Images\donuts\2612410.jpg,donuts
Images\dumplings\2387741.jpg,dumplings
Images\club_sandwich\132286.jpg,club_sandwich
Images\chicken_wings\1432425.jpg,chicken_wings
Images\french_fries\852271.jpg,french_fries
Images\escargots\1747082.jpg,escargots
Images\escargots\1521145.jpg,escargots
Images\donuts\1539730.jpg,donuts
Images\chicken_quesadilla\1094271.jpg,chicken_quesadilla
Images\chicken_quesadilla\2342400.jpg,chicken_quesadilla
Images\club_sandwich\600962.jpg,club_sandwich
Images\donuts\2665289.jpg,donuts
Images\donuts\2470341.jpg,donuts
Images\escargots\1763370.jpg,escargots
Images\grilled_cheese_sandwich\611236.jpg,grilled_cheese_sandwich
Images\fish_and_chips\3006202.jpg,fish_and_chips
Images\french_fries\331674.jpg,french_fries
Images\churros\3784144.jpg,churros
Images\french_fries\50277.jpg,french_fries
Images\fish_and_chips\1100346.jpg,fish_and_chips
Images\churros\2513690.jpg,churros
Images\french_fries\2040049.jpg,french_fries
Images\chicken_wings\3818628.jpg,chicken_wings
Images\chicken_wings\1700256.jpg,chicken_wings
Images\grilled_cheese_sandwich\614821.jpg,grilled_cheese_sandwich
Images\dumplings\1187711.jpg,dumplings
Images\chicken_quesadilla\2690324.jpg,chicken_quesadilla
Images\fish_and_chips\534192.jpg,fish_and_chips
Images\churros\1162376.jpg,churros
Images\fish_and_chips\1374719.jpg,fish_and_chips
Images\donuts\1924369.jpg,donuts
Images\dumplings\1224616.jpg,dumplings
Images\french_fries\3254182.jpg,french_fries
Images\churros\1148015.jpg,churros
Images\club_sandwich\165945.jpg,club_sandwich
Images\dumplings\463068.jpg,dumplings
Images\grilled_cheese_sandwich\2856981.jpg,grilled_cheese_sandwich
Images\dumplings\99207.jpg,dumplings
Images\churros\297850.jpg,churros
Images\chicken_quesadilla\3335217.jpg,chicken_quesadilla
Images\chicken_quesadilla\1104207.jpg,chicken_quesadilla
Images\chicken_quesadilla\1275552.jpg,chicken_quesadilla
Images\escargots\2772366.jpg,escargots
Images\chicken_quesadilla\2939581.jpg,chicken_quesadilla
Images\escargots\1379239.jpg,escargots
Images\donuts\2661496.jpg,donuts
Images\fish_and_chips\1063281.jpg,fish_and_chips
Images\fried_rice\2304386.jpg,fried_rice
Images\grilled_cheese_sandwich\803392.jpg,grilled_cheese_sandwich
Images\club_sandwich\1370086.jpg,club_sandwich
Images\french_fries\3832935.jpg,french_fries
Images\club_sandwich\3717001.jpg,club_sandwich
Images\donuts\554757.jpg,donuts
Images\fried_rice\2798783.jpg,fried_rice
Images\donuts\1231330.jpg,donuts
Images\chicken_quesadilla\17192.jpg,chicken_quesadilla
Images\escargots\465239.jpg,escargots
Images\dumplings\2450566.jpg,dumplings
Images\donuts\1490892.jpg,donuts
Images\donuts\4919.jpg,donuts
Images\fish_and_chips\2525269.jpg,fish_and_chips
Images\fish_and_chips\3737541.jpg,fish_and_chips
Images\churros\1067707.jpg,churros
Images\french_fries\2485920.jpg,french_fries
Images\fried_rice\269815.jpg,fried_rice
Images\club_sandwich\2778816.jpg,club_sandwich
Images\dumplings\40848.jpg,dumplings
Images\fried_rice\477072.jpg,fried_rice
Images\churros\3344709.jpg,churros
Images\fried_rice\441512.jpg,fried_rice
Images\fish_and_chips\173256.jpg,fish_and_chips
Images\chicken_quesadilla\3304558.jpg,chicken_quesadilla
Images\escargots\1827340.jpg,escargots
Images\dumplings\2384187.jpg,dumplings
Images\french_fries\2361623.jpg,french_fries
Images\fried_rice\2333382.jpg,fried_rice
Images\french_fries\319830.jpg,french_fries
Images\dumplings\932360.jpg,dumplings
Images\fish_and_chips\653598.jpg,fish_and_chips
Images\french_fries\3719546.jpg,french_fries
Images\club_sandwich\775732.jpg,club_sandwich
Images\club_sandwich\3592290.jpg,club_sandwich
Images\fried_rice\3639224.jpg,fried_rice
Images\chicken_wings\627346.jpg,chicken_wings
Images\chicken_wings\476513.jpg,chicken_wings
Images\churros\189772.jpg,churros
Images\club_sandwich\2054401.jpg,club_sandwich
Images\grilled_cheese_sandwich\785954.jpg,grilled_cheese_sandwich
Images\donuts\2518126.jpg,donuts
Images\chicken_quesadilla\2918136.jpg,chicken_quesadilla
Images\churros\706007.jpg,churros
Images\chicken_wings\2098430.jpg,chicken_wings
Images\chicken_wings\1354432.jpg,chicken_wings
Images\dumplings\2838671.jpg,dumplings
Images\chicken_quesadilla\1329434.jpg,chicken_quesadilla
Images\chicken_wings\3516497.jpg,chicken_wings
Images\donuts\872191.jpg,donuts
Images\club_sandwich\3825429.jpg,club_sandwich
Images\chicken_wings\804971.jpg,chicken_wings
Images\escargots\1780798.jpg,escargots
Images\escargots\704643.jpg,escargots
Images\chicken_quesadilla\2489150.jpg,chicken_quesadilla
Images\fried_rice\1097991.jpg,fried_rice
Images\fish_and_chips\3659706.jpg,fish_and_chips
Images\fried_rice\463930.jpg,fried_rice
Images\grilled_cheese_sandwich\2187927.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\3174671.jpg,chicken_quesadilla
Images\french_fries\2169308.jpg,french_fries
Images\grilled_cheese_sandwich\658946.jpg,grilled_cheese_sandwich
Images\fried_rice\2318938.jpg,fried_rice
Images\fried_rice\2598868.jpg,fried_rice
Images\grilled_cheese_sandwich\1924983.jpg,grilled_cheese_sandwich
Images\club_sandwich\2890054.jpg,club_sandwich
Images\dumplings\2598833.jpg,dumplings
Images\chicken_quesadilla\3419690.jpg,chicken_quesadilla
Images\chicken_wings\690558.jpg,chicken_wings
Images\chicken_wings\3811853.jpg,chicken_wings
Images\grilled_cheese_sandwich\526759.jpg,grilled_cheese_sandwich
Images\club_sandwich\2255748.jpg,club_sandwich
Images\dumplings\2675187.jpg,dumplings
Images\escargots\2655103.jpg,escargots
Images\donuts\693218.jpg,donuts
Images\french_fries\1987038.jpg,french_fries
Images\dumplings\371280.jpg,dumplings
Images\french_fries\3303220.jpg,french_fries
Images\french_fries\1370900.jpg,french_fries
Images\escargots\1346065.jpg,escargots
Images\chicken_quesadilla\1206591.jpg,chicken_quesadilla
Images\chicken_wings\2107860.jpg,chicken_wings
Images\fish_and_chips\2794555.jpg,fish_and_chips
Images\chicken_wings\3805983.jpg,chicken_wings
Images\escargots\353622.jpg,escargots
Images\donuts\479305.jpg,donuts
Images\french_fries\2029410.jpg,french_fries
Images\chicken_quesadilla\3087282.jpg,chicken_quesadilla
Images\fish_and_chips\217594.jpg,fish_and_chips
Images\churros\1885199.jpg,churros
Images\grilled_cheese_sandwich\1562443.jpg,grilled_cheese_sandwich
Images\dumplings\2277577.jpg,dumplings
Images\club_sandwich\1548447.jpg,club_sandwich
Images\fried_rice\2899815.jpg,fried_rice
Images\churros\2161860.jpg,churros
Images\chicken_wings\2578483.jpg,chicken_wings
Images\churros\471940.jpg,churros
Images\fried_rice\1769168.jpg,fried_rice
Images\chicken_wings\967435.jpg,chicken_wings
Images\chicken_wings\1410377.jpg,chicken_wings
Images\dumplings\22350.jpg,dumplings
Images\escargots\3742524.jpg,escargots
Images\churros\2646278.jpg,churros
Images\dumplings\401483.jpg,dumplings
Images\chicken_quesadilla\1768986.jpg,chicken_quesadilla
Images\fried_rice\3531198.jpg,fried_rice
Images\french_fries\82946.jpg,french_fries
Images\fried_rice\215533.jpg,fried_rice
Images\fried_rice\3699771.jpg,fried_rice
Images\donuts\56602.jpg,donuts
Images\fried_rice\2897873.jpg,fried_rice
Images\grilled_cheese_sandwich\3811209.jpg,grilled_cheese_sandwich
Images\grilled_cheese_sandwich\485233.jpg,grilled_cheese_sandwich
Images\french_fries\353437.jpg,french_fries
Images\fish_and_chips\3135126.jpg,fish_and_chips
Images\donuts\3115920.jpg,donuts
Images\chicken_wings\1246247.jpg,chicken_wings
Images\chicken_quesadilla\2515625.jpg,chicken_quesadilla
Images\donuts\568809.jpg,donuts
Images\fish_and_chips\1564504.jpg,fish_and_chips
Images\chicken_wings\3291261.jpg,chicken_wings
Images\donuts\1590095.jpg,donuts
Images\fish_and_chips\3241574.jpg,fish_and_chips
Images\chicken_quesadilla\3085066.jpg,chicken_quesadilla
Images\fried_rice\196228.jpg,fried_rice
Images\chicken_wings\219190.jpg,chicken_wings
Images\dumplings\3428971.jpg,dumplings
Images\churros\614370.jpg,churros
Images\chicken_quesadilla\375276.jpg,chicken_quesadilla
Images\churros\2255673.jpg,churros
Images\fried_rice\1474238.jpg,fried_rice
Images\fish_and_chips\1391505.jpg,fish_and_chips
Images\dumplings\3424747.jpg,dumplings
Images\donuts\750482.jpg,donuts
Images\french_fries\1083531.jpg,french_fries
Images\fish_and_chips\456547.jpg,fish_and_chips
Images\grilled_cheese_sandwich\1422033.jpg,grilled_cheese_sandwich
Images\churros\2210426.jpg,churros
Images\grilled_cheese_sandwich\657796.jpg,grilled_cheese_sandwich
Images\chicken_wings\2037652.jpg,chicken_wings
Images\french_fries\765816.jpg,french_fries
Images\grilled_cheese_sandwich\1120298.jpg,grilled_cheese_sandwich
Images\donuts\3015130.jpg,donuts
Images\escargots\3141241.jpg,escargots
Images\escargots\580962.jpg,escargots
Images\chicken_wings\2477252.jpg,chicken_wings
Images\fried_rice\748016.jpg,fried_rice
Images\escargots\1453435.jpg,escargots
Images\chicken_quesadilla\3255027.jpg,chicken_quesadilla
Images\fried_rice\588118.jpg,fried_rice
Images\fish_and_chips\2655836.jpg,fish_and_chips
Images\grilled_cheese_sandwich\3831309.jpg,grilled_cheese_sandwich
Images\fish_and_chips\2192937.jpg,fish_and_chips
Images\chicken_wings\1477804.jpg,chicken_wings
Images\fish_and_chips\2060610.jpg,fish_and_chips
Images\club_sandwich\2405741.jpg,club_sandwich
Images\fried_rice\1691031.jpg,fried_rice
Images\grilled_cheese_sandwich\1264191.jpg,grilled_cheese_sandwich
Images\donuts\254255.jpg,donuts
Images\grilled_cheese_sandwich\1580788.jpg,grilled_cheese_sandwich
Images\chicken_quesadilla\2530103.jpg,chicken_quesadilla
Images\grilled_cheese_sandwich\89862.jpg,grilled_cheese_sandwich
Images\french_fries\1676299.jpg,french_fries
Images\fried_rice\1594728.jpg,fried_rice
Images\chicken_wings\541311.jpg,chicken_wings
Images\grilled_cheese_sandwich\1925125.jpg,grilled_cheese_sandwich
Images\donuts\340346.jpg,donuts
Images\churros\3108547.jpg,churros
Images\french_fries\2705623.jpg,french_fries
Images\donuts\1940023.jpg,donuts
Images\escargots\3901913.jpg,escargots
Images\chicken_wings\266691.jpg,chicken_wings
Images\churros\1037793.jpg,churros
